('O', 'NNP')
('dessa', 'NN')
('maneira', 'NN')
('vila', 'NN')
('respirou', 'NN')
('esperança', 'NN')
('alienista', 'NN')
('dentro', 'NN')
('vinte', 'FW')
('quatro', 'FW')
('horas', 'FW')
('estaria', 'FW')
('ferros', 'NNS')
('destruído', 'VBP')
('terrível', 'NN')
('cárcere', 'RB')
('O', 'NNP')
('dia', 'NN')
('acabou', 'NN')
('alegremente', 'NN')
('Enquanto', 'NNP')
('arauto', 'NN')
('matraca', 'NN')
('ia', 'NN')
('recitando', 'NN')
('esquina', 'VBP')
('esquina', 'NN')
('proclamação', 'NN')
('povo', 'NN')
('espalhava', 'NN')
('ruas', 'NN')
('jurava', 'NN')
('morrer', 'NN')
('defesa', 'NN')
('ilustre', 'NN')
('Porfírio', 'NNP')
('Poucos', 'NNP')
('gritos', 'NN')
('contra', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('prova', 'NN')
('confiança', 'NN')
('ação', 'NN')
('governo', 'NN')
('O', 'NNP')
('barbeiro', 'NN')
('faz', 'NN')
('expedir', 'NN')
('ato', 'NN')
('declarando', 'NN')
('feriado', 'JJ')
('dia', 'NN')
('entabulou', 'NN')
('negociações', 'NN')
('vigário', 'NN')
('celebração', 'NN')
('Te', 'NNP')
('Deum', 'NNP')
('tão', 'NN')
('conveniente', 'NN')
('olhos', 'FW')
('conjunção', 'NN')
('poder', 'NN')
('temporal', 'JJ')
('espiritual', 'JJ')
('Padre', 'NNP')
('Lopes', 'NNP')
('recusou', 'NN')
('abertamente', 'NN')
('concurso', 'NN')
('Em', 'NNP')
('todo', 'NN')
('caso', 'NN')
('Vossa', 'NNP')
('Reverendíssima', 'NNP')
('alistará', 'VBZ')
('inimigos', 'JJ')
('governo', 'NN')
('disse', 'NN')
('barbeiro', 'NN')
('dando', 'NN')
('fisionomia', 'NN')
('aspecto', 'NN')
('tenebroso', 'NN')
('Ao', 'NNP')
('Padre', 'NNP')
('Lopes', 'NNP')
('respondeu', 'NN')
('responder', 'NN')
('Como', 'NNP')
('alistar', 'NN')
('novo', 'NN')
('governo', 'NN')
('inimigos', 'NN')
('O', 'NNP')
('barbeiro', 'NN')
('sorriu', 'NN')
('pura', 'NN')
('verdade', 'VBD')
('Salvo', 'NNP')
('capitão', 'NN')
('vereadores', 'NNS')
('principais', 'VBP')
('vila', 'JJ')
('toda', 'NN')
('gente', 'NN')
('aclamava', 'NN')
('Os', 'NNP')
('mesmos', 'NN')
('principais', 'NN')
('aclamavam', 'NN')
('saído', 'NN')
('contra', 'JJ')
('Nenhum', 'NNP')
('almotacés', 'NN')
('deixou', 'NN')
('vir', 'IN')
('receber', 'NN')
('ordens', 'VBZ')
('No', 'DT')
('geral', 'JJ')
('famílias', 'NN')
('abençoavam', 'VBZ')
('nome', 'JJ')
('daquele', 'NNS')
('ia', 'VBP')
('enfim', 'JJ')
('libertar', 'NN')
('Itaguaí', 'NNP')
('Casa', 'NNP')
('Verde', 'NNP')
('terrível', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('CAPÍTULO', 'NNP')
('VIII', 'NNP')
('AS', 'NNP')
('ANGÚSTIAS', 'NNP')
('DO', 'NNP')
('BOTICÁRIO', 'NNP')
('Vinte', 'NNP')
('quatro', 'NNP')
('horas', 'VBD')
('sucessos', 'JJ')
('narrados', 'JJ')
('capítulo', 'NN')
('anterior', 'JJ')
('barbeiro', 'NN')
('saiu', 'NN')
('palácio', 'NN')
('governo', 'NN')
('denominação', 'NN')
('dada', 'NN')
('casa', 'NN')
('Câmara', 'NNP')
('dois', 'NN')
('ajudantes', 'VBZ')
('ordens', 'NNS')
('dirigiu', 'JJ')
('residência', 'VBP')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('Não', 'NNP')
('ignorava', 'NN')
('decoroso', 'NN')
('governo', 'NN')
('mandá', 'NN')
('lo', 'NN')
('chamar', 'NN')
('receio', 'NN')
('porém', 'NN')
('alienista', 'NN')
('obedecesse', 'NN')
('obrigou', 'JJ')
('parecer', 'NN')
('tolerante', 'NN')
('moderado', 'NN')
('Não', 'NNP')
('descrevo', 'NN')
('terror', 'NN')
('boticário', 'NN')
('ouvir', 'IN')
('dizer', 'NN')
('barbeiro', 'NN')
('ia', 'NN')
('casa', 'NN')
('alienista', 'NN')
('Vai', 'NNP')
('prendê', 'NN')
('lo', 'NN')
('\x94,', 'NNP')
('pensou', 'NN')
('E', 'NNP')
('redobraram', 'NN')
('angústias', 'NN')
('Com', 'NNP')
('efeito', 'NN')
('tortura', 'NN')
('moral', 'JJ')
('boticário', 'NN')
('naqueles', 'NNS')
('dias', 'VBP')
('revolução', 'JJ')
('excede', 'NN')
('toda', 'NN')
('descrição', 'NN')
('possível', 'NN')
('Nunca', 'NNP')
('homem', 'NN')
('achou', 'NN')
('apertado', 'NN')
('lance', 'NN')
('privança', 'NN')
('alienista', 'NN')
('chamava', 'NN')
('lado', 'NN')
('deste', 'NN')
('vitória', 'NN')
('barbeiro', 'NN')
('atraía', 'NN')
('barbeiro', 'NN')
('Já', 'NNP')
('simples', 'VBZ')
('notícia', 'RB')
('sublevação', 'JJ')
('sacudido', 'NN')
('fortemente', 'NN')
('alma', 'NN')
('porque', 'NN')
('sabia', 'NN')
('unanimidade', 'JJ')
('ódio', 'NN')
('alienista', 'NN')
('vitória', 'FW')
('final', 'JJ')
('golpe', 'NN')
('final', 'JJ')
('A', 'NNP')
('esposa', 'NN')
('senhora', 'NN')
('máscula', 'NN')
('amiga', 'IN')
('particular', 'JJ')
('D', 'NNP')
('Evarista', 'NNP')
('dizia', 'NN')
('lugar', 'NN')
('lado', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('passo', 'NN')
('coração', 'NN')
('bradava', 'NN')
('causa', 'NN')
('alienista', 'NN')
('perdida', 'NN')
('ninguém', 'NN')
('ato', 'NN')
('próprio', 'NN')
('amarra', 'NN')
('cadáver', 'NN')
('Fê', 'NNP')
('lo', 'VBZ')
('Catão', 'NNP')
('verdade', 'NN')
('sed', 'VBD')
('victa', 'JJ')
('Catoni', 'NNP')
('pensava', 'NN')
('relembrando', 'NN')
('algumas', 'NN')
('palestras', 'NNS')
('habituais', 'VBP')
('Padre', 'NNP')
('Lopes', 'NNP')
('Catão', 'NNP')
('atou', 'VBZ')
('causa', 'NN')
('vencida', 'NN')
('própria', 'NN')
('causa', 'NN')
('vencida', 'NN')
('causa', 'NN')
('república', 'NN')
('ato', 'NN')
('portanto', 'NN')
('egoísta', 'NN')
('miserável', 'NN')
('egoísta', 'NN')
('situação', 'NN')
('outra', 'JJ')
('.\x94', 'NNP')
('Insistindo', 'NNP')
('porém', 'NN')
('mulher', 'NN')
('achou', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('outra', 'MD')
('saída', 'VB')
('tal', 'JJ')
('crise', 'NN')
('senão', 'NN')
('adoecer', 'NN')
('declarou', 'NN')
('doente', 'NN')
('meteu', 'FW')
('cama', 'NN')
('Lá', 'NNP')
('vai', 'NN')
('Porfírio', 'NNP')
('casa', 'NN')
('Dr', 'NNP')
('Bacamarte', 'NNP')
('disse', 'VBZ')
('mulher', 'PRP$')
('dia', 'JJ')
('seguinte', 'NN')
('cabeceira', 'NN')
('cama', 'NN')
('vai', 'NN')
('acompanhado', 'NN')
('gente', 'NN')
('Vai', 'NNP')
('prendê', 'NN')
('lo', 'NN')
('\x94,', 'NNP')
('pensou', 'NN')
('boticário', 'NN')
('Uma', 'NNP')
('idéia', 'NN')
('traz', 'NN')
('outra', 'JJ')
('boticário', 'NN')
('imaginou', 'NN')
('vez', 'NN')
('preso', 'NN')
('alienista', 'NN')
('viriam', 'NN')
('buscá', 'NN')
('lo', 'NN')
('qualidade', 'NN')
('cúmplice', 'NN')
('Esta', 'NNP')
('idéia', 'NN')
('melhor', 'NN')
('vesicatórios', 'NNS')
('Crispim', 'NNP')
('Soares', 'NNP')
('ergueu', 'VBZ')
('disse', 'JJ')
('bom', 'NN')
('ia', 'NN')
('sair', 'NN')
('apesar', 'JJ')
('todos', 'NN')
('esforços', 'NN')
('protestos', 'NN')
('consorte', 'NN')
('vestiu', 'NN')
('saiu', 'NN')
('Os', 'NNP')
('velhos', 'NN')
('cronistas', 'NNS')
('unânimes', 'JJ')
('dizer', 'JJ')
('certeza', 'NN')
('marido', 'NN')
('ia', 'NN')
('colocar', 'NN')
('nobremente', 'JJ')
('lado', 'NN')
('alienista', 'NN')
('consolou', 'NN')
('grandemente', 'NN')
('esposa', 'FW')
('boticário', 'NN')
('notam', 'FW')
('muita', 'FW')
('perspicácia', 'NN')
('imenso', 'NN')
('poder', 'NN')
('moral', 'JJ')
('ilusão', 'NN')
('porquanto', 'NN')
('boticário', 'NN')
('caminhou', 'NN')
('resolutamente', 'NN')
('palácio', 'NN')
('governo', 'NN')
('casa', 'NN')
('alienista', 'NN')
('Ali', 'NNP')
('chegando', 'NN')
('mostrou', 'NN')
('admirado', 'NN')
('ver', 'NN')
('barbeiro', 'NN')
('ia', 'NN')
('apresentar', 'NN')
('protestos', 'NN')
('adesão', 'VBZ')
('tendo', 'JJ')
('feito', 'NN')
('desde', 'NN')
('véspera', 'NN')
('enfermo', 'NN')
('E', 'NNP')
('tossia', 'NN')
('algum', 'NN')
('custo', 'NN')
('Os', 'NNP')
('altos', 'NN')
('funcionários', 'NNS')
('ouviam', 'VBP')
('declaração', 'JJ')
('sabedores', 'NNS')
('intimidade', 'VBP')
('boticário', 'NN')
('alienista', 'NN')
('compreenderam', 'NN')
('toda', 'NN')
('importância', 'NN')
('adesão', 'NN')
('nova', 'JJ')
('trataram', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('apurado', 'VBZ')
('carinho', 'JJ')
('afirmaram', 'NN')
('barbeiro', 'NN')
('tardava', 'NN')
('Sua', 'NNP')
('Senhoria', 'NNP')
('ido', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('negócio', 'FW')
('importante', 'NN')
('tardava', 'NN')
('Deram', 'NNP')
('cadeira', 'NN')
('refrescos', 'NN')
('elogios', 'NNS')
('disseram', 'VBP')
('causa', 'NN')
('ilustre', 'NN')
('Porfírio', 'NNP')
('todos', 'NN')
('patriotas', 'NNS')
('boticário', 'VBP')
('ia', 'JJ')
('repetindo', 'NN')
('sim', 'NN')
('nunca', 'JJ')
('pensara', 'NN')
('outra', 'JJ')
('coisa', 'NN')
('mandaria', 'NNS')
('declarar', 'VBP')
('Sua', 'NNP')
('Majestade', 'NNP')
('CAPÍTULO', 'NNP')
('IX', 'NNP')
('DOIS', 'NNP')
('LINDOS', 'NNP')
('CASOS', 'NNP')
('Não', 'NNP')
('demorou', 'NN')
('alienista', 'NN')
('receber', 'NN')
('barbeiro', 'NN')
('declarou', 'NN')
('meios', 'NNS')
('resistir', 'VBP')
('portanto', 'NN')
('prestes', 'NNS')
('obedecer', 'VBP')
('Só', 'NNP')
('coisa', 'NN')
('pedia', 'NN')
('constrangesse', 'NN')
('assistir', 'NN')
('pessoalmente', 'NN')
('destruição', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Engana', 'NNP')
('Vossa', 'NNP')
('Senhoria', 'NNP')
('disse', 'NN')
('barbeiro', 'NN')
('alguma', 'NN')
('pausa', 'NN')
('engana', 'NN')
('atribuir', 'NN')
('governo', 'NN')
('intenções', 'NN')
('vandálicas', 'NN')
('Com', 'NNP')
('razão', 'NN')
('opinião', 'NN')
('crê', 'NN')
('maior', 'JJ')
('parte', 'NN')
('doidos', 'NN')
('ali', 'NN')
('metidos', 'NN')
('perfeito', 'NN')
('juízo', 'NN')
('governo', 'NN')
('reconhece', 'NN')
('questão', 'NN')
('puramente', 'NN')
('científica', 'NN')
('cogita', 'VBP')
('resolver', 'NN')
('posturas', 'NNS')
('questões', 'VBP')
('científicas', 'JJ')
('Demais', 'NNP')
('Casa', 'NNP')
('Verde', 'NNP')
('instituição', 'NN')
('pública', 'NN')
('tal', 'JJ')
('aceitamos', 'NN')
('mãos', 'NN')
('Câmara', 'NNP')
('dissolvida', 'NN')
('Há', 'NNP')
('entretanto', 'VBZ')
('força', 'JJ')
('haver', 'NN')
('alvitre', 'NN')
('intermédio', 'NN')
('restitua', 'NN')
('sossego', 'NN')
('espírito', 'NN')
('público', 'NN')
('O', 'NNP')
('alienista', 'NN')
('mal', 'JJ')
('podia', 'NN')
('dissimular', 'JJ')
('assombro', 'NN')
('confessou', 'NN')
('esperava', 'NN')
('outra', 'JJ')
('coisa', 'NN')
('arrasamento', 'IN')
('hospício', 'NN')
('prisão', 'NN')
('desterro', 'NN')
('tudo', 'NN')
('menos', 'NNS')
('O', 'NNP')
('pasmo', 'NN')
('Vossa', 'NNP')
('Senhoria', 'NNP')
('atalhou', 'VBZ')
('gravemente', 'JJ')
('barbeiro', 'NN')
('vem', 'NN')
('atender', 'NN')
('grave', 'NN')
('responsabilidade', 'VBN')
('governo', 'NN')
('O', 'NNP')
('povo', 'NN')
('tomado', 'NN')
('cega', 'NN')
('piedade', 'VBD')
('dá', 'JJ')
('tal', 'JJ')
('caso', 'NN')
('legítima', 'NN')
('indignação', 'NN')
('pode', 'NN')
('exigir', 'NN')
('governo', 'NN')
('certa', 'NN')
('ordem', 'NN')
('atos', 'NN')
('responsabilidade', 'VBD')
('incumbe', 'JJ')
('deve', 'NN')
('praticar', 'NN')
('menos', 'NNS')
('integralmente', 'VBP')
('tal', 'JJ')
('situação', 'NN')
('A', 'NNP')
('generosa', 'NN')
('revolução', 'NN')
('ontem', 'NN')
('derrubou', 'NN')
('Câmara', 'NNP')
('vilipendiada', 'NNP')
('corrupta', 'NN')
('pediu', 'NN')
('altos', 'NN')
('brados', 'NN')
('arrasamento', 'IN')
('Casa', 'NNP')
('Verde', 'NNP')
('pode', 'NN')
('entrar', 'NN')
('ânimo', 'NNP')
('governo', 'NN')
('eliminar', 'NN')
('loucura', 'NN')
('Não', 'NNP')
('E', 'NNP')
('governo', 'NN')
('pode', 'NN')
('eliminar', 'NN')
('menos', 'NNS')
('apto', 'VBP')
('discriminá', 'JJ')
('la', 'FW')
('reconhecê', 'FW')
('la', 'FW')
('Também', 'NNP')
('matéria', 'FW')
('ciência', 'NN')
('Logo', 'NNP')
('assunto', 'IN')
('tão', 'NN')
('melindroso', 'NN')
('governo', 'NN')
('pode', 'NN')
('quer', 'NN')
('dispensar', 'NN')
('concurso', 'NN')
('Vossa', 'NNP')
('Senhoria', 'NNP')
('O', 'NNP')
('pede', 'VBP')
('certa', 'NN')
('maneira', 'NN')
('demos', 'NN')
('alguma', 'NN')
('satisfação', 'NN')
('povo', 'NN')
('Unamo', 'NNP')
('povo', 'NN')
('saberá', 'NN')
('obedecer', 'NN')
('Um', 'NNP')
('alvitres', 'VBZ')
('aceitáveis', 'JJ')
('Vossa', 'NNP')
('Senhoria', 'NNP')
('indicar', 'NN')
('outro', 'NN')
('fazer', 'NN')
('retirar', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('enfermos', 'JJ')
('quase', 'NN')
('curados', 'NN')
('bem', 'NN')
('assim', 'NN')
('maníacos', 'NN')
('pouca', 'NN')
('monta', 'NN')
('etc', 'FW')
('Desse', 'NNP')
('modo', 'NN')
('grande', 'NN')
('perigo', 'NN')
('mostraremos', 'NN')
('alguma', 'NN')
('tolerância', 'NN')
('benignidade', 'VBD')
('Quantos', 'NNP')
('mortos', 'NNS')
('feridos', 'VBP')
('ontem', 'NN')
('conflito', 'NN')
('perguntou', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('uns', 'VBZ')
('três', 'JJ')
('minutos', 'NNS')
('O', 'NNP')
('barbeiro', 'NN')
('ficou', 'NN')
('espantado', 'NN')
('pergunta', 'NN')
('respondeu', 'NN')
('logo', 'NN')
('onze', 'NN')
('mortos', 'NN')
('vinte', 'NN')
('cinco', 'NN')
('feridos', 'NN')
('Onze', 'NNP')
('mortos', 'NN')
('vinte', 'NN')
('cinco', 'NN')
('feridos', 'NN')
('repetiu', 'NN')
('duas', 'NN')
('três', 'NN')
('vezes', 'VBZ')
('alienista', 'JJ')
('E', 'NNP')
('seguida', 'NN')
('declarou', 'NN')
('alvitre', 'NN')
('parecia', 'NN')
('bom', 'NN')
('ia', 'NN')
('catar', 'NN')
('algum', 'NN')
('outro', 'FW')
('dentro', 'NN')
('poucos', 'NN')
('dias', 'NN')
('daria', 'NN')
('resposta', 'NN')
('E', 'NNP')
('fez', 'NN')
('várias', 'NN')
('perguntas', 'NNS')
('acerca', 'VBP')
('sucessos', 'JJ')
('véspera', 'NN')
('ataque', 'NN')
('defesa', 'NN')
('adesão', 'NN')
('dragões', 'NN')
('resistência', 'NN')
('Câmara', 'NNP')
('etc', 'FW')
('.,', 'NNP')
('barbeiro', 'NN')
('ia', 'NN')
('respondendo', 'NN')
('grande', 'NN')
('abundância', 'NN')
('insistindo', 'NN')
('principalmente', 'NN')
('descrédito', 'NN')
('Câmara', 'NNP')
('caíra', 'NN')
('O', 'NNP')
('barbeiro', 'NN')
('confessou', 'NN')
('novo', 'JJ')
('governo', 'NN')
('ainda', 'NN')
('si', 'NN')
('confiança', 'NN')
('principais', 'NN')
('vila', 'NN')
('alienista', 'JJ')
('podia', 'NN')
('fazer', 'NN')
('nesse', 'FW')
('ponto', 'NN')
('O', 'NNP')
('governo', 'NN')
('concluiu', 'NN')
('barbeiro', 'NN')
('folgaria', 'NN')
('pudesse', 'NN')
('contar', 'NN')
('simpatia', 'NN')
('senão', 'NN')
('benevolência', 'NN')
('alto', 'NN')
('espírito', 'NN')
('Itaguaí', 'NNP')
('seguramente', 'NN')
('reino', 'NN')
('Mas', 'NNP')
('nada', 'CC')
('disso', 'JJ')
('alterava', 'NN')
('nobre', 'NN')
('austera', 'NN')
('fisionomia', 'NN')
('daquele', 'NN')
('grande', 'NN')
('homem', 'NN')
('ouvia', 'NN')
('calado', 'NN')
('desvanecimento', 'NN')
('modéstia', 'NN')
('impassível', 'NN')
('deus', 'NN')
('pedra', 'NN')
('Onze', 'NNP')
('mortos', 'NN')
('vinte', 'NN')
('cinco', 'NN')
('feridos', 'NN')
('repetiu', 'NN')
('alienista', 'NN')
('acompanhar', 'NN')
('barbeiro', 'NN')
('porta', 'NN')
('Eis', 'NNP')
('aí', 'NN')
('dois', 'NN')
('lindos', 'NN')
('casos', 'NN')
('doença', 'JJ')
('cerebral', 'JJ')
('Os', 'NNP')
('sintomas', 'NN')
('duplicidade', 'NN')
('descaramento', 'NN')
('deste', 'NN')
('barbeiro', 'NN')
('positivos', 'NN')
('Quanto', 'NNP')
('toleima', 'NN')
('aclamaram', 'NN')
('preciso', 'NN')
('outra', 'JJ')
('prova', 'NN')
('além', 'NN')
('onze', 'NN')
('mortos', 'NN')
('vinte', 'NN')
('cinco', 'NN')
('feridos', 'NN')
('Dois', 'NNP')
('lindos', 'VBZ')
('casos', 'JJ')
('Viva', 'NNP')
('ilustre', 'NN')
('Porfírio', 'NNP')
('bradaram', 'NN')
('umas', 'NN')
('trinta', 'NN')
('pessoas', 'NN')
('aguardavam', 'NN')
('barbeiro', 'NN')
('porta', 'NN')
('O', 'NNP')
('alienista', 'NN')
('espiou', 'NN')
('janela', 'NN')
('ainda', 'NN')
('ouviu', 'NN')
('resto', 'NN')
('pequena', 'NN')
('fala', 'NN')
('barbeiro', 'NN')
('trinta', 'NN')
('pessoas', 'NN')
('aclamavam', 'NN')
('porque', 'NN')
('velo', 'NN')
('podeis', 'NN')
('estar', 'NN')
('certos', 'NN')
('disso', 'NN')
('velo', 'NN')
('execução', 'NN')
('vontades', 'NNS')
('povo', 'VBP')
('Confiai', 'NNP')
('mim', 'NN')
('tudo', 'NN')
('fará', 'NN')
('melhor', 'NN')
('maneira', 'NN')
('Só', 'NNP')
('recomendo', 'NN')
('ordem', 'VBD')
('A', 'NNP')
('ordem', 'JJ')
('amigos', 'JJ')
('base', 'NN')
('governo', 'NN')
('Viva', 'NNP')
('ilustre', 'NN')
('Porfírio', 'NNP')
('bradaram', 'VBZ')
('trinta', 'NN')
('vozes', 'NNS')
('agitando', 'VBP')
('chapéus', 'JJ')
('Dois', 'NNP')
('lindos', 'NN')
('casos', 'NN')
('murmurou', 'NN')
('alienista', 'NN')
('CAPÍTULO', 'NNP')
('X', 'VBZ')
('A', 'NNP')
('RESTAURAÇÃO', 'NNP')
('Dentro', 'NNP')
('cinco', 'NN')
('dias', 'NN')
('alienista', 'JJ')
('meteu', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('cerca', 'NN')
('cinqüenta', 'NN')
('aclamadores', 'VBZ')
('novo', 'JJ')
('governo', 'NN')
('O', 'NNP')
('povo', 'NN')
('indignou', 'NN')
('O', 'NNP')
('governo', 'NN')
('atarantado', 'NN')
('sabia', 'NN')
('reagir', 'NN')
('João', 'NNP')
('Pina', 'NNP')
('outro', 'MD')
('barbeiro', 'VB')
('dizia', 'JJ')
('abertamente', 'NN')
('ruas', 'NN')
('Porfírio', 'NNP')
('vendido', 'NN')
('ouro', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('\x94,', 'NNP')
('frase', 'NN')
('congregou', 'NN')
('torno', 'NN')
('João', 'NNP')
('Pina', 'NNP')
('gente', 'NN')
('resoluta', 'NN')
('vila', 'NN')
('Porfírio', 'NNP')
('vendo', 'NN')
('antigo', 'NN')
('rival', 'JJ')
('navalha', 'JJ')
('testa', 'NN')
('insurreição', 'NN')
('compreendeu', 'NN')
('perda', 'NN')
('irremediável', 'NN')
('desse', 'NN')
('grande', 'NN')
('golpe', 'NN')
('expediu', 'NN')
('dois', 'NN')
('decretos', 'NN')
('abolindo', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('outro', 'MD')
('desterrando', 'VB')
('alienista', 'JJ')
('João', 'NNP')
('Pina', 'NNP')
('mostrou', 'NN')
('claramente', 'NN')
('grandes', 'NNS')
('frases', 'VBZ')
('ato', 'JJ')
('Porfírio', 'NNP')
('simples', 'NNS')
('aparato', 'VBP')
('engodo', 'JJ')
('povo', 'NN')
('devia', 'NN')
('crer', 'NN')
('Duas', 'NNP')
('horas', 'VBZ')
('caía', 'NN')
('Porfírio', 'NNP')
('ignominiosamente', 'NN')
('João', 'NNP')
('Pina', 'NNP')
('assumia', 'NN')
('difícil', 'NN')
('tarefa', 'NN')
('governo', 'NN')
('Como', 'NNP')
('achasse', 'NN')
('gavetas', 'NNS')
('minutas', 'VBP')
('proclamação', 'JJ')
('exposição', 'JJ')
('vice', 'NN')
('rei', 'NN')
('outros', 'IN')
('atos', 'NNS')
('inaugurais', 'JJ')
('governo', 'JJ')
('anterior', 'JJ')
('deu', 'NN')
('pressa', 'NN')
('fazer', 'NN')
('copiar', 'NN')
('expedir', 'NN')
('acrescentam', 'NN')
('cronistas', 'NNS')
('aliás', 'VBP')
('subentende', 'JJ')
('mudou', 'NN')
('nomes', 'NNS')
('onde', 'VBP')
('outro', 'JJ')
('barbeiro', 'NN')
('falara', 'NN')
('Câmara', 'NNP')
('corrupta', 'NN')
('falou', 'NN')
('intruso', 'NN')
('eivado', 'NN')
('más', 'NN')
('doutrinas', 'NNS')
('francesas', 'VBP')
('contrário', 'NN')
('sacrossantos', 'NN')
('interesses', 'VBZ')
('Sua', 'NNP')
('Majestade', 'NNP')
('\x94,', 'NNP')
('etc', 'FW')
('Nisto', 'NNP')
('entrou', 'FW')
('vila', 'NN')
('força', 'NN')
('mandada', 'NN')
('vice', 'NN')
('rei', 'NN')
('restabeleceu', 'NN')
('ordem', 'NN')
('O', 'NNP')
('alienista', 'NN')
('exigiu', 'NN')
('desde', 'NN')
('logo', 'NN')
('entrega', 'JJ')
('barbeiro', 'NN')
('Porfírio', 'NNP')
('bem', 'NN')
('assim', 'NN')
('uns', 'JJ')
('cinqüenta', 'NN')
('tantos', 'NN')
('indivíduos', 'NN')
('declarou', 'NN')
('mentecaptos', 'NN')
('deram', 'NN')
('afiançaram', 'NN')
('entregar', 'NN')
('dezenove', 'NN')
('sequazes', 'VBZ')
('barbeiro', 'JJ')
('convalesciam', 'NN')
('feridas', 'NNS')
('apanhadas', 'VBP')
('primeira', 'JJ')
('rebelião', 'NN')
('Este', 'NNP')
('ponto', 'NN')
('crise', 'NN')
('Itaguaí', 'NNP')
('marca', 'NN')
('grau', 'NN')
('máximo', 'NN')
('influência', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('Tudo', 'NNP')
('quanto', 'NNP')
('quis', 'NN')
('deu', 'NN')
('vivas', 'NN')
('provas', 'NN')
('poder', 'NN')
('ilustre', 'NN')
('médico', 'NN')
('achamo', 'NN')
('la', 'NN')
('prontidão', 'NN')
('vereadores', 'NNS')
('restituídos', 'VBP')
('lugares', 'VBZ')
('consentiram', 'JJ')
('Sebastião', 'NNP')
('Freitas', 'NNP')
('recolhido', 'NN')
('hospício', 'NN')
('O', 'NNP')
('alienista', 'VBZ')
('sabendo', 'JJ')
('extraordinária', 'NNS')
('inconsistência', 'VBP')
('opiniões', 'JJ')
('desse', 'NN')
('vereador', 'NN')
('entendeu', 'NN')
('caso', 'NN')
('patológico', 'NN')
('pediu', 'VBZ')
('A', 'DT')
('mesma', 'NN')
('coisa', 'NN')
('aconteceu', 'NN')
('boticário', 'NN')
('O', 'NNP')
('alienista', 'NN')
('desde', 'NN')
('falaram', 'NN')
('momentânea', 'NN')
('adesão', 'IN')
('Crispim', 'NNP')
('Soares', 'NNP')
('rebelião', 'VBZ')
('Canjicas', 'NNP')
('comparou', 'NN')
('aprovação', 'NN')
('sempre', 'NN')
('recebera', 'NN')
('ainda', 'NN')
('véspera', 'NN')
('mandou', 'NN')
('capturá', 'NN')
('lo', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('negou', 'MD')
('fato', 'VB')
('explicou', 'JJ')
('dizendo', 'NN')
('cedera', 'NN')
('movimento', 'NN')
('terror', 'NN')
('ver', 'NN')
('rebelião', 'NN')
('triunfante', 'NN')
('deu', 'NN')
('prova', 'NN')
('ausência', 'NN')
('nenhum', 'FW')
('outro', 'FW')
('ato', 'FW')
('acrescentando', 'NN')
('voltara', 'NN')
('logo', 'NN')
('cama', 'NN')
('doente', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('contrariou', 'NN')
('disse', 'NN')
('porém', 'NN')
('circunstantes', 'VBZ')
('terror', 'JJ')
('pai', 'NN')
('loucura', 'NN')
('caso', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('parecia', 'VBZ')
('caracterizados', 'JJ')
('Mas', 'NNP')
('prova', 'NN')
('evidente', 'NN')
('influência', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('docilidade', 'VBD')
('Câmara', 'NNP')
('entregou', 'FW')
('próprio', 'NN')
('presidente', 'NN')
('Este', 'NNP')
('digno', 'NN')
('magistrado', 'NN')
('declarado', 'NN')
('plena', 'NN')
('sessão', 'NN')
('contentava', 'NN')
('lavá', 'NN')
('lo', 'NN')
('afronta', 'NN')
('Canjicas', 'NNP')
('menos', 'VBZ')
('trinta', 'JJ')
('almudes', 'NNS')
('sangue', 'VBP')
('palavra', 'JJ')
('chegou', 'NN')
('ouvidos', 'NN')
('alienista', 'NN')
('boca', 'NN')
('secretário', 'NN')
('Câmara', 'NNP')
('entusiasmado', 'VBZ')
('tamanha', 'JJ')
('energia', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('começou', 'NN')
('meter', 'NN')
('secretário', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('dali', 'NN')
('Câmara', 'NNP')
('declarou', 'NN')
('presidente', 'NN')
('padecendo', 'NN')
('demência', 'NN')
('touros', 'NN')
('\x94,', 'NNP')
('gênero', 'NN')
('pretendia', 'NN')
('estudar', 'NN')
